lon,lat,year,mm,dd,doy,yyyymmdd,t2m,t2m_max,t2m_min,prectotcorr,allsky_sfc_sw_dwn,site,date_planted,date_harvested,season_length,dap,progress,stage
-90.7601590042523,34.729625637136785,2016,6,14,166,2016-06-14,26.43,30.99,22.61,4.77,14.58,ARH1,2016-04-07,2016-08-30,145,68,0.4689655172413793,s5
-90.7601590042523,34.729625637136785,2016,6,15,167,2016-06-15,28.36,33.46,24.5,3.64,22.26,ARH1,2016-04-07,2016-08-30,145,69,0.47586206896551725,s5
-90.7601590042523,34.729625637136785,2016,6,16,168,2016-06-16,29.03,34.7,23.97,0.17,28.29,ARH1,2016-04-07,2016-08-30,145,70,0.4827586206896552,s5
-90.7601590042523,34.729625637136785,2016,6,17,169,2016-06-17,29.02,33.81,24.79,6.6,23.6,ARH1,2016-04-07,2016-08-30,145,71,0.4896551724137931,s5
-90.7601590042523,34.729625637136785,2016,6,18,170,2016-06-18,27.45,32.8,22.19,0.08,26.87,ARH1,2016-04-07,2016-08-30,145,72,0.496551724137931,s5
-90.7601590042523,34.729625637136785,2016,6,19,171,2016-06-19,27.59,32.84,22.66,0.67,25.15,ARH1,2016-04-07,2016-08-30,145,73,0.503448275862069,s6
-90.7601590042523,34.729625637136785,2016,6,20,172,2016-06-20,28.25,33.94,22.73,0.07,25.02,ARH1,2016-04-07,2016-08-30,145,74,0.5103448275862069,s6
-90.7601590042523,34.729625637136785,2016,6,21,173,2016-06-21,29.02,34.97,22.6,0,25.84,ARH1,2016-04-07,2016-08-30,145,75,0.5172413793103449,s6
-90.7601590042523,34.729625637136785,2016,6,22,174,2016-06-22,29.89,35.55,24.19,0,26.68,ARH1,2016-04-07,2016-08-30,145,76,0.5241379310344828,s6
-90.7601590042523,34.729625637136785,2016,6,23,175,2016-06-23,30.05,35.41,25.15,0,28.28,ARH1,2016-04-07,2016-08-30,145,77,0.5310344827586206,s6
-90.7601590042523,34.729625637136785,2016,6,24,176,2016-06-24,29.72,33.85,24.82,0.04,25.62,ARH1,2016-04-07,2016-08-30,145,78,0.5379310344827586,s6
-90.7601590042523,34.729625637136785,2016,6,25,177,2016-06-25,30.26,36.73,24.04,0,27.04,ARH1,2016-04-07,2016-08-30,145,79,0.5448275862068965,s6
-90.7601590042523,34.729625637136785,2016,6,26,178,2016-06-26,30.9,36.31,24.41,3.31,26.42,ARH1,2016-04-07,2016-08-30,145,80,0.5517241379310345,s6
-90.7601590042523,34.729625637136785,2016,6,27,179,2016-06-27,28.62,33.58,24.44,6.34,19.23,ARH1,2016-04-07,2016-08-30,145,81,0.5586206896551724,s6
-90.7601590042523,34.729625637136785,2016,6,28,180,2016-06-28,28.37,35.68,23.01,1.34,27.33,ARH1,2016-04-07,2016-08-30,145,82,0.5655172413793104,s6
-90.7601590042523,34.729625637136785,2016,6,29,181,2016-06-29,28.2,35.1,22.56,0.31,29.52,ARH1,2016-04-07,2016-08-30,145,83,0.5724137931034483,s6
-90.7601590042523,34.729625637136785,2016,6,30,182,2016-06-30,28.33,35.69,19.7,0.29,29.76,ARH1,2016-04-07,2016-08-30,145,84,0.5793103448275863,s6
-90.7601590042523,34.729625637136785,2016,7,1,183,2016-07-01,28.89,35.09,22.14,0.07,24.21,ARH1,2016-04-07,2016-08-30,145,85,0.5862068965517241,s6
-90.7601590042523,34.729625637136785,2016,7,2,184,2016-07-02,30.29,36.87,23.8,0,25.76,ARH1,2016-04-07,2016-08-30,145,86,0.593103448275862,s6
-90.7601590042523,34.729625637136785,2016,7,3,185,2016-07-03,30.69,36.96,23.78,0.21,24.53,ARH1,2016-04-07,2016-08-30,145,87,0.6,s6
-90.7601590042523,34.729625637136785,2016,7,4,186,2016-07-04,29.89,36.84,25.77,11.42,21.18,ARH1,2016-04-07,2016-08-30,145,88,0.6068965517241379,s7
-90.7601590042523,34.729625637136785,2016,7,5,187,2016-07-05,28.36,32.5,25.85,5.98,18.27,ARH1,2016-04-07,2016-08-30,145,89,0.6137931034482759,s7
-90.7601590042523,34.729625637136785,2016,7,6,188,2016-07-06,29.27,34.11,23.99,0.89,23.93,ARH1,2016-04-07,2016-08-30,145,90,0.6206896551724138,s7
-90.7601590042523,34.729625637136785,2016,7,7,189,2016-07-07,30.57,36.18,25.44,0,27.43,ARH1,2016-04-07,2016-08-30,145,91,0.6275862068965518,s7
-90.7601590042523,34.729625637136785,2016,7,8,190,2016-07-08,31.28,36.91,26.45,0.3,27.02,ARH1,2016-04-07,2016-08-30,145,92,0.6344827586206897,s7
-90.7601590042523,34.729625637136785,2016,7,9,191,2016-07-09,28.92,33.64,24.71,7.48,19.82,ARH1,2016-04-07,2016-08-30,145,93,0.6413793103448275,s7
-90.7601590042523,34.729625637136785,2016,7,10,192,2016-07-10,26.04,28.86,22.6,10.94,20.44,ARH1,2016-04-07,2016-08-30,145,94,0.6482758620689655,s7
-90.7601590042523,34.729625637136785,2016,7,11,193,2016-07-11,27.48,34.04,20.81,2.78,23.62,ARH1,2016-04-07,2016-08-30,145,95,0.6551724137931034,s7
-90.7601590042523,34.729625637136785,2016,7,12,194,2016-07-12,28.75,34.69,23.9,0.47,27.36,ARH1,2016-04-07,2016-08-30,145,96,0.6620689655172414,s7
-90.7601590042523,34.729625637136785,2016,7,13,195,2016-07-13,29.85,36.28,24.07,0,27.8,ARH1,2016-04-07,2016-08-30,145,97,0.6689655172413793,s7
-90.7601590042523,34.729625637136785,2016,7,14,196,2016-07-14,28.52,31.08,25.6,8.35,19.81,ARH1,2016-04-07,2016-08-30,145,98,0.6758620689655173,s7
-90.7601590042523,34.729625637136785,2016,7,15,197,2016-07-15,28.93,35.41,22.66,2.98,26.58,ARH1,2016-04-07,2016-08-30,145,99,0.6827586206896552,s7
-90.7601590042523,34.729625637136785,2016,7,16,198,2016-07-16,28.91,35.08,23.65,1.04,26.45,ARH1,2016-04-07,2016-08-30,145,100,0.6896551724137931,s7
-90.7601590042523,34.729625637136785,2016,7,17,199,2016-07-17,30.48,36.93,23.98,1.04,27.17,ARH1,2016-04-07,2016-08-30,145,101,0.696551724137931,s7
-90.7601590042523,34.729625637136785,2016,7,18,200,2016-07-18,30.73,36.62,24.61,0.1,26.77,ARH1,2016-04-07,2016-08-30,145,102,0.7034482758620689,s8
-90.7601590042523,34.729625637136785,2016,7,19,201,2016-07-19,30.89,35.42,26.35,2.72,23.08,ARH1,2016-04-07,2016-08-30,145,103,0.7103448275862069,s8
-90.7601590042523,34.729625637136785,2016,7,20,202,2016-07-20,31.29,37.19,26.25,1.77,25.58,ARH1,2016-04-07,2016-08-30,145,104,0.7172413793103448,s8
-90.7601590042523,34.729625637136785,2016,7,21,203,2016-07-21,32.02,38.02,25.33,0.19,26.86,ARH1,2016-04-07,2016-08-30,145,105,0.7241379310344828,s8
-90.7601590042523,34.729625637136785,2016,7,22,204,2016-07-22,33.28,40.04,27.82,0.32,26.4,ARH1,2016-04-07,2016-08-30,145,106,0.7310344827586207,s8
-90.7601590042523,34.729625637136785,2016,7,23,205,2016-07-23,30.9,36.6,26.41,15.85,19,ARH1,2016-04-07,2016-08-30,145,107,0.7379310344827587,s8
-90.7601590042523,34.729625637136785,2016,7,24,206,2016-07-24,29.9,35.18,24.52,5.71,15.48,ARH1,2016-04-07,2016-08-30,145,108,0.7448275862068966,s8
-90.7601590042523,34.729625637136785,2016,7,25,207,2016-07-25,30.89,37.43,25.07,0.52,26.29,ARH1,2016-04-07,2016-08-30,145,109,0.7517241379310344,s8
-90.7601590042523,34.729625637136785,2016,7,26,208,2016-07-26,31.08,37.5,24.98,1.02,26.38,ARH1,2016-04-07,2016-08-30,145,110,0.7586206896551724,s8
-90.7601590042523,34.729625637136785,2016,7,27,209,2016-07-27,27.24,31.24,24.36,25.99,14.38,ARH1,2016-04-07,2016-08-30,145,111,0.7655172413793103,s8
-90.7601590042523,34.729625637136785,2016,7,28,210,2016-07-28,26.15,29.11,23.87,11.18,15.51,ARH1,2016-04-07,2016-08-30,145,112,0.7724137931034483,s8
-90.7601590042523,34.729625637136785,2016,7,29,211,2016-07-29,27.95,33.11,23.42,9.05,20.89,ARH1,2016-04-07,2016-08-30,145,113,0.7793103448275862,s8
-90.7601590042523,34.729625637136785,2016,7,30,212,2016-07-30,27.61,31.93,23.29,6.65,25.49,ARH1,2016-04-07,2016-08-30,145,114,0.7862068965517242,s8
-90.7601590042523,34.729625637136785,2016,7,31,213,2016-07-31,27.31,31.6,23.17,4.09,17.66,ARH1,2016-04-07,2016-08-30,145,115,0.7931034482758621,s8
-90.7601590042523,34.729625637136785,2016,8,1,214,2016-08-01,29.19,34.83,23.92,0.09,25.53,ARH1,2016-04-07,2016-08-30,145,116,0.8,s8
-90.7601590042523,34.729625637136785,2016,8,2,215,2016-08-02,30.87,36.51,24.99,0.05,26.44,ARH1,2016-04-07,2016-08-30,145,117,0.8068965517241379,s9
-90.7601590042523,34.729625637136785,2016,8,3,216,2016-08-03,31.22,37.07,25.01,0.08,25.9,ARH1,2016-04-07,2016-08-30,145,118,0.8137931034482758,s9
-90.7601590042523,34.729625637136785,2016,8,4,217,2016-08-04,31.05,36.69,24.6,0.04,26.1,ARH1,2016-04-07,2016-08-30,145,119,0.8206896551724138,s9
-90.7601590042523,34.729625637136785,2016,8,5,218,2016-08-05,30.68,35.79,25.88,2.91,22.12,ARH1,2016-04-07,2016-08-30,145,120,0.8275862068965517,s9
-90.7601590042523,34.729625637136785,2016,8,6,219,2016-08-06,29.05,34.65,24.84,5.74,18.37,ARH1,2016-04-07,2016-08-30,145,121,0.8344827586206897,s9
-90.7601590042523,34.729625637136785,2016,8,7,220,2016-08-07,27.04,31.23,23.52,3.13,19.47,ARH1,2016-04-07,2016-08-30,145,122,0.8413793103448276,s9
-90.7601590042523,34.729625637136785,2016,8,8,221,2016-08-08,27.73,33.73,21.94,0.64,23.18,ARH1,2016-04-07,2016-08-30,145,123,0.8482758620689655,s9
-90.7601590042523,34.729625637136785,2016,8,9,222,2016-08-09,29.57,35.94,23.42,0.09,23.78,ARH1,2016-04-07,2016-08-30,145,124,0.8551724137931035,s9
-90.7601590042523,34.729625637136785,2016,8,10,223,2016-08-10,30.07,35.4,25.07,0.21,22.02,ARH1,2016-04-07,2016-08-30,145,125,0.8620689655172413,s9
-90.7601590042523,34.729625637136785,2016,8,11,224,2016-08-11,29.82,34.94,25.37,1.13,22.75,ARH1,2016-04-07,2016-08-30,145,126,0.8689655172413793,s9
-90.7601590042523,34.729625637136785,2016,8,12,225,2016-08-12,29,33.06,25.58,1.29,16.77,ARH1,2016-04-07,2016-08-30,145,127,0.8758620689655172,s9
-90.7601590042523,34.729625637136785,2016,8,13,226,2016-08-13,27.12,32.54,23.86,1.8,14.02,ARH1,2016-04-07,2016-08-30,145,128,0.8827586206896552,s9
-90.7601590042523,34.729625637136785,2016,8,14,227,2016-08-14,25.49,29.86,22.74,7.1,13.68,ARH1,2016-04-07,2016-08-30,145,129,0.8896551724137931,s9
-90.7601590042523,34.729625637136785,2016,8,15,228,2016-08-15,27.26,32.57,23.17,2.57,16.85,ARH1,2016-04-07,2016-08-30,145,130,0.896551724137931,s9
-90.7601590042523,34.729625637136785,2016,8,16,229,2016-08-16,25.15,27.31,23.54,29.23,9.95,ARH1,2016-04-07,2016-08-30,145,131,0.903448275862069,s10
-90.7601590042523,34.729625637136785,2016,8,17,230,2016-08-17,25.67,28.81,23.14,2.32,10.68,ARH1,2016-04-07,2016-08-30,145,132,0.9103448275862069,s10
-90.7601590042523,34.729625637136785,2016,8,18,231,2016-08-18,25.64,29.28,23.09,3.72,13.67,ARH1,2016-04-07,2016-08-30,145,133,0.9172413793103448,s10
-90.7601590042523,34.729625637136785,2016,8,19,232,2016-08-19,26.67,31.07,23.07,2.72,15.67,ARH1,2016-04-07,2016-08-30,145,134,0.9241379310344827,s10
-90.7601590042523,34.729625637136785,2016,8,20,233,2016-08-20,26,29.63,23.86,8.71,13.15,ARH1,2016-04-07,2016-08-30,145,135,0.9310344827586207,s10
-90.7601590042523,34.729625637136785,2016,8,21,234,2016-08-21,25.29,29.95,22,1.19,18.2,ARH1,2016-04-07,2016-08-30,145,136,0.9379310344827586,s10
-90.7601590042523,34.729625637136785,2016,8,22,235,2016-08-22,25.22,30.13,20.67,4.28,15.11,ARH1,2016-04-07,2016-08-30,145,137,0.9448275862068966,s10
-90.7601590042523,34.729625637136785,2016,8,23,236,2016-08-23,27.07,32.26,23.2,0.65,20.91,ARH1,2016-04-07,2016-08-30,145,138,0.9517241379310345,s10
-90.7601590042523,34.729625637136785,2016,8,24,237,2016-08-24,28.41,33.37,23.57,0,24.22,ARH1,2016-04-07,2016-08-30,145,139,0.9586206896551724,s10
-90.7601590042523,34.729625637136785,2016,8,25,238,2016-08-25,29.46,34.24,25.06,0,22.01,ARH1,2016-04-07,2016-08-30,145,140,0.9655172413793104,s10
-90.7601590042523,34.729625637136785,2016,8,26,239,2016-08-26,28.3,32.67,25.29,5.14,14.12,ARH1,2016-04-07,2016-08-30,145,141,0.9724137931034482,s10
-90.7601590042523,34.729625637136785,2016,8,27,240,2016-08-27,28.66,34.51,23.08,0.24,22.26,ARH1,2016-04-07,2016-08-30,145,142,0.9793103448275862,s10
-90.7601590042523,34.729625637136785,2016,8,28,241,2016-08-28,29.49,36.37,23.04,0.32,23.2,ARH1,2016-04-07,2016-08-30,145,143,0.9862068965517241,s10
-90.7601590042523,34.729625637136785,2016,8,29,242,2016-08-29,28.82,33.69,24.42,1.01,20.75,ARH1,2016-04-07,2016-08-30,145,144,0.993103448275862,s10
-90.7601590042523,34.729625637136785,2016,8,30,243,2016-08-30,29.23,35.05,24.75,0.03,22.81,ARH1,2016-04-07,2016-08-30,145,145,1,s10
-90.7601590042523,34.729625637136785,2017,4,17,107,2017-04-17,20.51,23.75,17.47,9.78,11.08,ARH1,2017-04-17,2017-09-11,147,0,0,s1
-90.7601590042523,34.729625637136785,2017,4,18,108,2017-04-18,21.29,25.66,16.52,2.71,14.96,ARH1,2017-04-17,2017-09-11,147,1,0.006802721088435374,s1
-90.7601590042523,34.729625637136785,2017,4,19,109,2017-04-19,22.84,28.77,17.56,0.09,24.32,ARH1,2017-04-17,2017-09-11,147,2,0.013605442176870748,s1
-90.7601590042523,34.729625637136785,2017,4,20,110,2017-04-20,23.31,29.17,17.96,0.53,19.15,ARH1,2017-04-17,2017-09-11,147,3,0.02040816326530612,s1
-90.7601590042523,34.729625637136785,2017,4,21,111,2017-04-21,23.07,27.92,18.81,7.94,14.7,ARH1,2017-04-17,2017-09-11,147,4,0.027210884353741496,s1
-90.7601590042523,34.729625637136785,2017,4,22,112,2017-04-22,16.79,20.72,10.49,14.17,6.37,ARH1,2017-04-17,2017-09-11,147,5,0.034013605442176874,s1
-90.7601590042523,34.729625637136785,2017,4,23,113,2017-04-23,13.85,19.2,9.96,0.86,14.8,ARH1,2017-04-17,2017-09-11,147,6,0.04081632653061224,s1
-90.7601590042523,34.729625637136785,2017,4,24,114,2017-04-24,16.18,24.32,7.75,0.04,28.39,ARH1,2017-04-17,2017-09-11,147,7,0.047619047619047616,s1
-90.7601590042523,34.729625637136785,2017,4,25,115,2017-04-25,19.25,27.61,10.2,0,28.16,ARH1,2017-04-17,2017-09-11,147,8,0.05442176870748299,s1
-90.7601590042523,34.729625637136785,2017,4,26,116,2017-04-26,20.73,25.61,13.13,26.58,13.97,ARH1,2017-04-17,2017-09-11,147,9,0.061224489795918366,s1
-90.7601590042523,34.729625637136785,2017,4,27,117,2017-04-27,15.5,22.11,9.4,0.06,26.73,ARH1,2017-04-17,2017-09-11,147,10,0.06802721088435375,s1
-90.7601590042523,34.729625637136785,2017,4,28,118,2017-04-28,22.21,29.93,12.47,0,12.37,ARH1,2017-04-17,2017-09-11,147,11,0.07482993197278912,s1
