site,year,gdd_s1,gdd_s2,gdd_s3,gdd_s4,gdd_s5,gdd_s6,gdd_s7,gdd_s8,gdd_s9,gdd_s10,prcp_s1,prcp_s2,prcp_s3,prcp_s4,prcp_s5,prcp_s6,prcp_s7,prcp_s8,prcp_s9,prcp_s10,rad_s1,rad_s2,rad_s3,rad_s4,rad_s5,rad_s6,rad_s7,rad_s8,rad_s9,rad_s10,t2m_s1,t2m_s2,t2m_s3,t2m_s4,t2m_s5,t2m_s6,t2m_s7,t2m_s8,t2m_s9,t2m_s10,t2max_s1,t2max_s2,t2max_s3,t2max_s4,t2max_s5,t2max_s6,t2max_s7,t2max_s8,t2max_s9,t2max_s10,t2min_s1,t2min_s2,t2min_s3,t2min_s4,t2min_s5,t2min_s6,t2min_s7,t2min_s8,t2min_s9,t2min_s10,total_gdd,total_prcp,total_rad,avg_t2m,max_t2max,min_t2min,gdd_early,gdd_mid,gdd_late,prcp_early,prcp_mid,prcp_late,rad_early,rad_mid,rad_late
DEH1,2014,119.29499999999999,133.09999999999997,188.93,198.66,226.26,208.285,188.67499999999998,202.48999999999998,214.14000000000004,145.945,48.46,28.919999999999998,45.410000000000004,13.529999999999998,65.98,43.489999999999995,69.05000000000001,15.579999999999998,46.77,34.59,303.81000000000006,343.51,359.20000000000005,349.43000000000006,343.16,299.15,288.86,307.91999999999996,247.75000000000003,230.15,17.787333333333333,19.158,22.921333333333333,24.487142857142857,25.696666666666665,24.201333333333334,23.527142857142856,23.464,24.55,19.528666666666666,28.64,28.24,31.65,34.03,34.64,33.65,30.2,31.65,34.39,27.67,7.32,10.47,13.06,16.18,16.44,14.9,14.87,14.98,13.12,11.1,1825.78,411.78,3072.9400000000005,22.532161904761903,34.64,7.32,441.32499999999993,821.8799999999999,562.575,122.78999999999999,192.05,96.94,1006.5200000000001,1280.6000000000001,785.8199999999999
DEH1,2015,116.12,117.475,156.72,219.92,190.3,195.57999999999998,218.805,203.35500000000005,204.90500000000003,199.31,8.990000000000002,27.91,77.27999999999999,70.75,84.27000000000002,35.58,38.58,50.89000000000001,20.39,43.91,307.96,339.16,283.5,337.9700000000001,295.39,279.84999999999997,335.65000000000003,289.90999999999997,285.5,245.35999999999999,17.847142857142856,18.415714285714287,20.96785714285714,26.025714285714287,23.707142857142856,25.28923076923077,26.204285714285714,24.707142857142856,24.95357142857143,24.716428571428573,28.71,28.73,29.53,33.47,30.77,34.24,32.98,33.29,32.74,34.59,5.99,8.47,12.49,17.3,16.08,17.33,18.35,17.76,15.13,12.29,1822.49,458.54999999999995,3000.25,23.28342307692308,34.59,5.99,390.315,824.605,607.5700000000002,114.17999999999999,229.18,115.19,930.62,1248.8600000000001,820.77
DEH1,2016,65.41000000000001,71.315,169.12,148.56000000000003,193.455,223.10500000000002,233.26999999999998,229.94500000000002,215.99,215.35499999999996,80.17000000000002,65.67000000000002,54.47,20.84,98.82000000000001,42.15,71.61,13.280000000000001,36.31,22.57,189.4,231.42999999999998,302.01000000000005,361.13,306.41,343.54,323.82,323.54999999999995,321.12,263.61,13.902,14.686428571428571,22.077142857142857,21.06,22.966,26.607857142857142,27.712142857142858,27.58214285714286,26.355,24.941333333333333,26.26,23.3,28.52,31.16,30.67,33.7,35.4,36.24,35.35,35.91,7.55,4.53,12.94,10.54,14.17,18.13,20.32,18.79,16.95,16.69,1765.525,505.89,2966.02,22.789004761904764,36.24,4.53,305.845,798.3900000000001,661.29,200.31000000000003,233.42000000000002,72.16,722.84,1334.8999999999999,908.28
DEH1,2017,99.89000000000001,102.61,130.74999999999997,179.885,195.20499999999998,210.03,216.87,172.37499999999994,191.48499999999999,143.435,46.79999999999999,75.91999999999999,47.199999999999996,26.619999999999997,13.97,66.44,131.67,99.57999999999998,44.029999999999994,97.1,301.21000000000004,261.53999999999996,257.7,331.98999999999995,331.24000000000007,304.76,281.31,265.33000000000004,254.01,241.67,16.963571428571427,17.686923076923076,20.10923076923077,23.14785714285714,25.61230769230769,27.26153846153846,26.18642857142857,23.40230769230769,24.763076923076923,20.265714285714285,29.02,30.29,27.3,32.21,34.01,36.31,35.99,30.24,30.26,27.88,7.17,7.38,13.83,10.46,14.69,19.34,16.62,16.27,17.85,12.61,1642.5349999999996,649.3299999999999,2830.76,22.539895604395603,36.31,7.17,333.25,801.99,507.2949999999999,169.91999999999996,238.7,240.70999999999998,820.45,1249.3,761.01
DEH1,2018,136.41000000000003,157.565,146.70000000000002,190.82,207.99,207.065,220.075,221.77500000000003,216.545,216.16000000000003,68.53,121.47000000000001,85.27000000000001,24.040000000000003,14.110000000000001,126.62,60.34000000000001,48.71,38.529999999999994,102.83999999999999,307.47999999999996,255.67,283.96,326.2900000000001,367.35,302.11999999999995,292.95,271.9200000000001,291.01000000000005,196.53,18.918666666666667,21.29714285714286,20.787142857142857,23.833571428571428,25.771428571428572,24.96,25.838571428571427,25.924285714285716,26.095714285714287,24.281333333333333,28.86,28.31,28.7,30.76,33.75,33.26,31.82,31.66,34.91,33.65,8.22,13.49,11.55,16.01,14.2,17.84,19.55,19.64,16.95,17.9,1921.1050000000005,690.46,2895.28,23.770785714285715,34.91,8.22,440.67500000000007,825.95,654.48,275.27,225.11,190.07999999999998,847.1099999999999,1288.71,759.46
DEH1,2019,106.21499999999999,158.065,134.25000000000003,189.99,201.16999999999996,197.03000000000003,201.14000000000001,188.52500000000003,193.3,183.29500000000002,43.919999999999995,36.230000000000004,49.02,40.45999999999999,72.5,41.58,26.23,28.089999999999996,45.14,28.470000000000002,269.68,316.00000000000006,266.27,331.58000000000004,312.38999999999993,307.84000000000003,303.34999999999997,249.17,240.81,236.87,18.092307692307692,22.288461538461537,21.236666666666665,24.997692307692308,26.548461538461538,28.509166666666665,26.026153846153846,26.4825,25.16769230769231,24.465384615384615,29.21,30.78,29.67,34.3,33.01,36.85,34.23,35.23,36.14,35.27,7.03,10.26,10.07,14.75,18.01,20.27,18.14,18.09,16.77,14.11,1752.9800000000002,411.64,2833.96,24.381448717948718,36.85,7.03,398.53,789.33,565.1200000000001,129.17000000000002,180.76999999999995,101.69999999999999,851.95,1255.16,726.85
DEH1,2020,93.35,155.155,147.95000000000002,201.36000000000004,193.76,218.65000000000003,196.065,189.425,181.89999999999998,160.095,22.550000000000004,11.13,34.49,18.270000000000003,108.69,42.379999999999995,106.77000000000001,75.75999999999999,65.35,51.16,240.99,311.96000000000004,274.24,329.56000000000006,294.05,311.15000000000003,243.09,227.21000000000004,228.85000000000002,214.77,16.90076923076923,21.997692307692308,22.1275,26.817692307692308,26.7075,28.143846153846155,26.67,24.389230769230767,25.39666666666667,22.21923076923077,26.29,32.09,31.78,36.92,33.9,35.17,34.3,31.22,31.96,30.88,7.36,11,14.21,18.49,20.73,20.56,21.15,17.96,17.79,12.13,1737.7100000000003,536.55,2675.87,24.137012820512822,36.92,7.36,396.45500000000004,809.835,531.42,68.17000000000002,276.11,192.26999999999998,827.19,1177.8500000000001,670.83
DEH1,2021,108.88499999999999,126.58999999999999,158.1,185.09500000000003,206.475,237.60500000000002,204.98499999999999,239.17499999999998,214.74,210.23499999999996,21.630000000000003,3.8499999999999996,89.35,47.550000000000004,98.16,40.06,29.16,92.58000000000001,47.529999999999994,34.86,324.79999999999995,351.6,285.74999999999994,343.69,338.00000000000006,359.84000000000003,277.64,267.87,275.87,254.07000000000002,16.852,18.25,21.125714285714285,22.403333333333332,25.455000000000002,26.328666666666667,24.90357142857143,26.36466666666667,25.838571428571427,23.800666666666668,27.74,31.17,31.17,30.83,34.34,33.15,33.69,34.78,34.06,31.69,5.72,7.82,8.08,12.99,14.37,17.56,17.63,19.21,15.49,15.2,1891.8849999999998,504.73,3079.1299999999997,23.13221904761905,34.78,5.72,393.57499999999993,834.1600000000001,664.1499999999999,114.83,214.93,174.97000000000003,962.1499999999999,1319.17,797.8100000000001
DEH1,2022,71.715,135.65999999999997,176.86500000000004,194.865,223.56499999999997,235.01000000000005,251.50000000000006,228.425,234.605,203.11499999999998,45.16,51.82,24.320000000000004,41.37,43.49999999999999,40.78,47.49999999999999,26,46.84,26.51,287.07000000000005,297.58,363.90999999999997,326.37,363.0300000000001,350.50999999999993,318.72,333.58,313.78000000000003,265.03999999999996,13.342,18.954,22.242666666666665,23.188,25.723333333333333,27.017333333333333,28.016666666666666,25.799333333333333,26.449333333333332,23.207333333333334,24.88,31.77,33,34.91,33.93,36.74,36.94,36.81,34.48,31.4,1.9,8.61,12.64,13.06,16.15,15.38,21.64,17.57,18.41,14.35,1955.325,393.79999999999995,3219.59,23.394,36.94,1.9,384.24,904.94,666.145,121.3,173.14999999999998,99.35000000000001,948.5600000000001,1358.63,912.4
DEH1,2023,118.66999999999999,114.025,166.30499999999995,205.335,242.325,226.07,219.99,213.13000000000002,218.34500000000003,149.17,44.29,8.549999999999999,85.29,42.01,102.91,44.61999999999999,40.99,15.619999999999997,56.75,81.10999999999999,337.19,346.43,321.25999999999993,307.12000000000006,316.48,339.98,302.36,273.98,283.49,169.52,17.90266666666667,17.501333333333335,21.129333333333335,24.76857142857143,26.706666666666667,25.393333333333334,26.432142857142857,24.322,24.846,19.494,27.01,29.83,29.7,33.38,33.59,34.69,34.43,33.32,35.77,27.04,7.99,8.83,12.66,17.57,20.03,17.97,19.74,15.27,13.11,14.32,1873.365,522.14,2997.81,22.849604761904764,35.77,7.99,398.99999999999994,893.72,580.645,138.13,230.52999999999997,153.48,1004.8799999999999,1265.94,726.99
GAH1,2014,116.25999999999999,158.37,183.705,225.45999999999998,243.32499999999996,253.35,248.49500000000003,259.7,265.995,260.405,196.94000000000003,54.050000000000004,70.06,49,35.599999999999994,29.57,66.3,34.480000000000004,27.759999999999994,80.19999999999999,275.09999999999997,318.92,382.53999999999996,355.74,391.93,404.25,329.06999999999994,348.69,347.04999999999995,322.33000000000004,16.243529411764705,20.020625,21.761875,24.221875,25.435625,26.590625,26.2675,27.55125,28.06875,27.6325,25.87,28.8,29.44,30.43,31.08,33.75,33.67,36.01,36.69,36.95,2.09,9.35,8.87,17.79,19.64,19.9,17.19,18.29,20.72,20.12,2215.0650000000005,643.96,3475.62,24.37941544117647,36.95,2.09,458.33500000000004,970.63,786.0999999999999,321.05000000000007,180.46999999999997,142.44,976.56,1480.99,1018.07
GAH1,2015,163.79,144.155,174.805,200.445,223.73500000000004,248.36500000000004,223.26,253.92499999999995,253.33000000000004,243.18500000000003,56.36999999999999,82.02000000000001,6.960000000000001,20.39,65.62,61.36999999999999,39.97,66.03,68.88000000000001,41.29,260.84000000000003,247.71,391.2,353.56,337.13,361.26000000000005,317.26000000000005,353.12,316.61,325.7699999999999,20.756,19.594666666666665,21.735333333333333,24.58142857142857,25.468,28.544666666666668,27.339285714285715,28.686666666666667,28.677333333333333,27.592666666666666,28.2,28.21,30.09,31.38,33.33,37.47,37.19,36.68,36.16,35.71,9.55,10.59,9.65,15.26,18.93,22.03,19.58,19.89,21.93,18.19,2128.995,508.90000000000003,3264.46,25.29760476190476,37.47,9.55,482.75,895.8050000000001,750.44,145.35,187.35,176.20000000000002,899.75,1369.21,995.5
GAH1,2016,112.28499999999998,143.985,158.08,194.97,208.36499999999998,203.51000000000002,233.38999999999996,216.45,220.12499999999997,236.32,40.29,24.28,42.26,5.58,93.02000000000001,32.17,22.19,46.870000000000005,59.209999999999994,46.22,270.07,317.33,271.86999999999995,372.43000000000006,296.99,317.85999999999996,363.43,317.19,274.15,314.99,17.794285714285714,21.082307692307694,22.21923076923077,25.172857142857143,26.762307692307694,27.063076923076924,28.785714285714285,29.2,28.786153846153848,28.244285714285713,26.26,29.41,28.81,34.93,34.32,35.5,36.44,36.9,37.31,34.43,7.95,7.28,13.72,12.96,19.01,17.15,21.74,22.47,22.84,22.36,1927.48,412.09000000000003,3116.3100000000004,25.51102197802198,37.31,7.28,414.35,840.235,672.895,106.82999999999998,152.96,152.3,859.27,1350.71,906.3299999999999
GAH1,2017,152.91999999999996,186.275,193.565,230.675,233.21499999999997,234.52499999999998,257.91,236.97500000000002,266.275,249.11500000000004,47.39,43.47,24.830000000000002,102.16,109.13000000000001,52.84,84.64999999999999,75.27000000000001,32.7,58.67,377.49,342.59000000000003,391.79,327.78,291.24,346.09,350.19,307.58000000000004,347.41999999999996,309.55,19.37125,22.04625,23.740000000000002,24.68375,24.625,26.342,26.848125,26.184666666666665,27.9625,26.04625,29.47,33.26,35.05,33.08,31.35,33.65,34.25,33.85,35.88,35.58,5.22,9.22,8.11,13.45,16.64,19.58,21.46,16.16,21.77,14.26,2241.4500000000003,631.11,3391.7200000000003,24.784979166666666,35.88,5.22,532.76,956.325,752.365,115.69,348.78,166.64000000000001,1111.8700000000001,1315.3,964.55
GAH1,2018,106.88999999999996,132.575,205.43999999999997,217.45499999999998,218.05500000000004,244.675,240.14499999999998,244.09000000000003,240.325,237.58,46.150000000000006,47.29,37.55,129.48,72.90999999999998,80.74000000000001,62.7,103.94000000000001,89.48,54.16,283.82,353.92,351.55999999999995,288.28999999999996,339.03,358.61,350.49000000000007,306.4,325.13,315.08,16.42,18.752,24.28333333333333,24.313333333333333,24.696,27.231333333333332,26.816666666666666,26.949333333333332,26.412666666666667,25.981333333333332,29.23,28.8,34.33,32.46,31.28,33.58,34.03,33.3,32.48,32.65,4.01,9.3,13.35,19.21,17.01,21.39,20.77,20.27,21.49,20.23,2087.23,724.4,3272.3300000000004,24.1856,34.33,4.01,444.9049999999999,920.3299999999999,721.995,130.99,345.83,247.58,989.3,1336.42,946.6099999999999
GAH1,2019,122.11500000000001,120.91,172.49,189.63500000000002,226.11499999999998,221.55,231.48,236.13,220.575,236.65500000000006,36.690000000000005,37.959999999999994,26.690000000000005,33.03999999999999,11.49,98.23,47.35,56.389999999999986,52.48,58.309999999999995,269.75,308.51,338.19,337.37999999999994,352.80999999999995,295.8,347.78999999999996,316.01,332.75,309.45,17.582666666666668,18.697142857142858,22.625,24.515,29.16,26.29357142857143,28.310714285714287,28.332142857142856,26.830714285714286,28.692857142857143,27.41,27.59,31.18,34.51,38.27,33.7,36.37,36.61,35.07,36.84,4.82,7.19,9.89,11.46,18.55,17.06,21.51,23,19,21.48,1977.6550000000002,458.63000000000005,3208.4399999999996,25.10398095238095,38.27,4.82,415.515,868.78,693.36,101.34,190.10999999999999,167.17999999999998,916.45,1333.7799999999997,958.21
GAH1,2020,125.21499999999999,117.47,113.105,180.59500000000003,211.01999999999998,207.66000000000003,227.24999999999997,232.765,231.96500000000003,234.505,44.26,120.39000000000001,24.05,52.93,63.04,18.83,85.38,17.900000000000002,41.95,56.27,290.71000000000004,316.68,381.17999999999995,312.06,270.77,350.25999999999993,284.34,358.53,311.5299999999999,303.96000000000004,18.872142857142858,18.492142857142856,18.300714285714285,22.932857142857145,25.127142857142857,25.590714285714284,27.50857142857143,28.887857142857143,28.43857142857143,28.97642857142857,28.67,27.74,28.24,30.32,32.23,35.15,35.92,36.37,36.82,37.19,5.65,7.34,7.37,11.98,19.83,14.61,21.13,20.6,21.99,22.43,1881.5500000000002,525,3180.0199999999995,24.312714285714286,37.19,5.65,355.79,826.5250000000001,699.235,188.70000000000002,220.18,116.12,988.57,1217.4299999999998,974.02
GAH1,2021,117.41000000000001,117.925,153.38,154.61,215.565,222.925,228.34499999999997,222.665,245.975,240.81500000000005,21.81,30.12,94.22,22.64,17.990000000000002,73.1,97.25,78.1,107.53,77.16000000000001,330.38000000000005,275.40999999999997,305.90000000000003,357.4699999999999,377.36999999999995,311.70000000000005,294.06,292.86,310.61,297.82000000000005,16.918666666666667,17.576,20.932857142857145,20.46066666666667,25.636666666666667,27.202142857142857,25.471333333333334,26.112142857142857,27.144,26.598,28.58,28.88,27.98,29.97,34.22,36.56,31.64,32,34.56,33.28,1.57,4.99,10.79,8.48,14.75,20.19,17.7,21.06,20.08,20.21,1919.615,619.92,3153.5800000000004,23.405247619047618,36.56,1.57,388.71500000000003,821.4449999999999,709.455,146.15,210.98,262.79,911.69,1340.6,901.2900000000001
GAH1,2022,129.22500000000002,152.82999999999998,179.41,211.175,241.19499999999996,232.32000000000002,236.43499999999997,229.52499999999998,232.77,239.84499999999997,64.42,5.15,17.45,51.5,26.779999999999998,16.75,106.72,67.84999999999998,52.33,67.41,304.60999999999996,345.40999999999997,347.04,312.22,353.79,373.4800000000001,282.68000000000006,294.81,340.71,278.21999999999997,18.19333333333333,20.79357142857143,23.12,25.930714285714284,28.041333333333334,30.429285714285715,28.042142857142856,27.05142857142857,28.042142857142856,26.374,27.15,31.31,33.38,35.61,38.02,41,36.85,34.01,35.87,34.15,4.12,7.1,11.69,17.71,20.64,21.77,22.27,21.43,21.99,20.83,2084.7299999999996,476.3599999999999,3232.97,25.60179523809524,41,4.12,461.46500000000003,921.125,702.1399999999999,87.02000000000001,201.75,187.58999999999997,997.06,1322.17,913.74
GAH1,2023,124.92500000000001,134.97000000000003,156.495,195.88,181.505,219.58999999999997,225.72499999999997,233.765,232.075,242.02,29.040000000000006,16.700000000000003,37.53999999999999,67.76,4.909999999999999,166.46,38.13999999999999,54.21999999999999,49.73,60.7,246.60999999999999,322.95,300.65999999999997,253.01999999999998,318.15000000000003,264.35,348.17999999999995,325.05999999999995,292.81,306.68000000000006,18.764285714285712,19.625714285714285,21.302857142857142,24.23785714285714,23.405,26.229285714285716,27.259285714285713,27.88,28.34285714285714,29.750714285714285,29.8,29.37,33.25,33.42,33.5,35.07,33.49,35.18,36.6,37.68,6.68,7.16,9.25,16.3,12.07,20.07,19.73,21.11,22.35,23.13,1946.95,525.2,2978.4699999999993,24.679785714285714,37.68,6.68,416.39000000000004,822.6999999999998,707.86,83.28,277.27,164.64999999999998,870.2199999999999,1183.7,924.55
