site,year,gdd_s1,gdd_s2,gdd_s3,gdd_s4,gdd_s5,gdd_s6,gdd_s7,gdd_s8,gdd_s9,gdd_s10,prcp_s1,prcp_s2,prcp_s3,prcp_s4,prcp_s5,prcp_s6,prcp_s7,prcp_s8,prcp_s9,prcp_s10,rad_s1,rad_s2,rad_s3,rad_s4,rad_s5,rad_s6,rad_s7,rad_s8,rad_s9,rad_s10,t2m_s1,t2m_s2,t2m_s3,t2m_s4,t2m_s5,t2m_s6,t2m_s7,t2m_s8,t2m_s9,t2m_s10
GAH1,2016,112.28499999999998,143.985,158.08,194.97,208.36499999999998,203.51000000000002,233.38999999999996,216.45,220.12499999999997,236.32,40.29,24.28,42.26,5.58,93.02000000000001,32.17,22.19,46.870000000000005,59.209999999999994,46.22,270.07,317.33,271.86999999999995,372.43000000000006,296.99,317.85999999999996,363.43,317.19,274.15,314.99,17.794285714285714,21.082307692307694,22.21923076923077,25.172857142857143,26.762307692307694,27.063076923076924,28.785714285714285,29.2,28.786153846153848,28.244285714285713
GAH1,2017,152.91999999999996,186.275,193.565,230.675,233.21499999999997,234.52499999999998,257.91,236.97500000000002,266.275,249.11500000000004,47.39,43.47,24.830000000000002,102.16,109.13000000000001,52.84,84.64999999999999,75.27000000000001,32.7,58.67,377.49,342.59000000000003,391.79,327.78,291.24,346.09,350.19,307.58000000000004,347.41999999999996,309.55,19.37125,22.04625,23.740000000000002,24.68375,24.625,26.342,26.848125,26.184666666666665,27.9625,26.04625
GAH1,2018,106.88999999999996,132.575,205.43999999999997,217.45499999999998,218.05500000000004,244.675,240.14499999999998,244.09000000000003,240.325,237.58,46.150000000000006,47.29,37.55,129.48,72.90999999999998,80.74000000000001,62.7,103.94000000000001,89.48,54.16,283.82,353.92,351.55999999999995,288.28999999999996,339.03,358.61,350.49000000000007,306.4,325.13,315.08,16.42,18.752,24.28333333333333,24.313333333333333,24.696,27.231333333333332,26.816666666666666,26.949333333333332,26.412666666666667,25.981333333333332
GAH1,2019,122.11500000000001,120.91,172.49,189.63500000000002,226.11499999999998,221.55,231.48,236.13,220.575,236.65500000000006,36.690000000000005,37.959999999999994,26.690000000000005,33.03999999999999,11.49,98.23,47.35,56.389999999999986,52.48,58.309999999999995,269.75,308.51,338.19,337.37999999999994,352.80999999999995,295.8,347.78999999999996,316.01,332.75,309.45,17.582666666666668,18.697142857142858,22.625,24.515,29.16,26.29357142857143,28.310714285714287,28.332142857142856,26.830714285714286,28.692857142857143
GAH1,2020,125.21499999999999,117.47,113.105,180.59500000000003,211.01999999999998,207.66000000000003,227.24999999999997,232.765,231.96500000000003,234.505,44.26,120.39000000000001,24.05,52.93,63.04,18.83,85.38,17.900000000000002,41.95,56.27,290.71000000000004,316.68,381.17999999999995,312.06,270.77,350.25999999999993,284.34,358.53,311.5299999999999,303.96000000000004,18.872142857142858,18.492142857142856,18.300714285714285,22.932857142857145,25.127142857142857,25.590714285714284,27.50857142857143,28.887857142857143,28.43857142857143,28.97642857142857
GAH1,2021,117.41000000000001,117.925,153.38,154.61,215.565,222.925,228.34499999999997,222.665,245.975,240.81500000000005,21.81,30.12,94.22,22.64,17.990000000000002,73.1,97.25,78.1,107.53,77.16000000000001,330.38000000000005,275.40999999999997,305.90000000000003,357.4699999999999,377.36999999999995,311.70000000000005,294.06,292.86,310.61,297.82000000000005,16.918666666666667,17.576,20.932857142857145,20.46066666666667,25.636666666666667,27.202142857142857,25.471333333333334,26.112142857142857,27.144,26.598
GAH1,2022,129.22500000000002,152.82999999999998,179.41,211.175,241.19499999999996,232.32000000000002,236.43499999999997,229.52499999999998,232.77,239.84499999999997,64.42,5.15,17.45,51.5,26.779999999999998,16.75,106.72,67.84999999999998,52.33,67.41,304.60999999999996,345.40999999999997,347.04,312.22,353.79,373.4800000000001,282.68000000000006,294.81,340.71,278.21999999999997,18.19333333333333,20.79357142857143,23.12,25.930714285714284,28.041333333333334,30.429285714285715,28.042142857142856,27.05142857142857,28.042142857142856,26.374
GAH1,2023,124.92500000000001,134.97000000000003,156.495,195.88,181.505,219.58999999999997,225.72499999999997,233.765,232.075,242.02,29.040000000000006,16.700000000000003,37.53999999999999,67.76,4.909999999999999,166.46,38.13999999999999,54.21999999999999,49.73,60.7,246.60999999999999,322.95,300.65999999999997,253.01999999999998,318.15000000000003,264.35,348.17999999999995,325.05999999999995,292.81,306.68000000000006,18.764285714285712,19.625714285714285,21.302857142857142,24.23785714285714,23.405,26.229285714285716,27.259285714285713,27.88,28.34285714285714,29.750714285714285
GAH2,2016,211.56500000000005,211.99,228.285,228.91000000000003,232.61000000000004,230.75000000000003,223.01999999999998,204.17,209.05,153.71,45.82,12.83,44.36000000000001,30.87,40.519999999999996,40.89000000000001,49.290000000000006,38.940000000000005,10.86,8.02,354.33,350.79,329.07000000000005,337.18999999999994,310.58000000000004,280.98,282.7,263.46999999999997,259.35,254.82,24.742666666666665,27.334285714285713,29.16357142857143,28.963571428571427,29.379285714285714,28.650714285714287,27.480714285714285,25.72642857142857,25.727857142857143,20.45285714285714
GAH2,2017,128.17000000000002,167.00000000000003,179.99,192.29,196.64000000000004,208.27499999999998,205.755,198.39,206.87999999999997,165.64499999999998,23.639999999999997,83.32,37.65,52.45,71.19,40.93,32.919999999999995,85.24999999999999,17.040000000000003,29.700000000000003,313.39000000000004,285.97,252.98,268.87,286.29,302.44,305.83000000000004,231.63,285.69999999999993,240.51,20.003846153846155,23.583846153846153,24.076153846153847,25.89923076923077,26.05,27.235384615384614,27.962307692307693,26.2,27.462307692307693,22.724615384615383
GAH2,2018,168.35,174.015,204.02999999999997,206.275,225.20999999999998,207.1,197.97500000000002,217.89500000000007,200.005,224.50000000000003,0.75,105.33,64.25999999999999,29.990000000000002,70.44,31.550000000000004,79.98,20.950000000000003,25.92,13.11,360.05000000000007,207.58,324.45,295.76,324.68999999999994,280.38,267.85999999999996,321.18,269.15,270.79,22.677857142857142,23.021538461538462,24.877857142857142,27.361538461538462,27.540714285714284,27.654615384615383,26.62,27.164285714285715,26.388461538461538,27.716428571428573
GAH2,2019,119.08500000000001,183.02999999999997,176.075,223.435,217.725,224.38499999999996,247.46,215.43,245.735,227.79000000000002,48.449999999999996,35.980000000000004,17.360000000000003,84.88,46.86,21.09,46.75999999999999,35.29,41.21,40.35,304.27,337.83,360.47,324.49999999999994,345.34,328.74,329.24999999999994,318.93,349.12000000000006,307.59,17.345333333333333,21.871333333333332,23.882142857142856,26.437333333333335,24.934,28.357857142857142,28.609333333333336,27.155,29.287333333333333,26.131333333333334
GAH2,2020,132.23499999999999,213.78500000000003,205.685,250.18000000000004,258.99,242.755,251.325,236.155,197.78000000000003,145.58,50.53,28.42,24.37,58.63,24.640000000000004,47.57,81.82,38.97,144.4,17.640000000000004,369.83,340.74000000000007,333.43,353.89,388.40000000000003,333.65999999999997,322.96,279.37,246.94,250.82999999999998,17.8325,23.184375,23.980666666666668,26.77125,28.908125000000002,28.768,27.375,26.697333333333333,22.439375,18.61125
GAH2,2021,118.425,135.26500000000001,186.03,232.115,215.68000000000004,229.865,255.54500000000002,235.41999999999996,239.705,228.60000000000002,39.830000000000005,71.89999999999999,3.58,43.68,62.55,47.41999999999999,65.71999999999998,24.96,78.85000000000001,29.009999999999998,357.5900000000001,317.55999999999995,380.0199999999999,332.48,336.39,314.03999999999996,344.90000000000003,327.85,284.8,306.17,16.538125,18.711333333333332,23.312,25.178124999999998,25.554,26.366,27.905,27.538,27.057333333333332,24.515
GAH2,2022,138.29500000000002,185.475,223.52999999999997,243.07500000000005,246.39,257.72499999999997,259.65500000000003,250.695,249.45,235.56999999999996,18.29000000000001,9.1,58.4,15.840000000000002,40.15,88.47000000000001,49.00000000000001,67.45,78.82,15.19,383.26,363.63,361.90999999999997,393.82,374.81,331.96000000000004,350.94,303.97,283.50999999999993,314.56000000000006,17.65529411764706,21.775625,25.04625,27.685625,28.186875,28.03,28.34875,26.4325,25.74875,24.12235294117647
GAH2,2023,125.67999999999998,189.1,175.24000000000004,220.1,239.43500000000003,252.54000000000002,241.31500000000005,251.95,221.09500000000003,208.71500000000006,51.41,44.53,15.790000000000001,112.22999999999999,55.66,29.210000000000004,71.75999999999999,40.040000000000006,57.05,29.850000000000005,323.54,285.21999999999997,352.97,301.17999999999995,347.83,383.13,311.54,370.05,282.71999999999997,271.41,17.293125,21.57125,21.628,24.165,27.652666666666665,28.47,28.016,28.405625,25.669333333333334,23.039375
GEH1,2019,80.97,145.32,150.13500000000002,179.38000000000002,169.615,186.54500000000002,88.27499999999999,53.64,50.434999999999995,4.965,60.18000000000001,68.47000000000001,6.67,30.970000000000002,35.980000000000004,16.29,18.05,87.38,35.1,49.22,357.40999999999997,375.88000000000005,454.43999999999994,312.71,304.85,300.76,228.66000000000003,127.33999999999996,116.28000000000002,59.29999999999999,13.073,17.967368421052633,18.08684210526316,19.959473684210526,18.895263157894735,19.829473684210527,13.241052631578947,11.297894736842105,9.67157894736842,4.271578947368421
GEH1,2020,68.95000000000002,113.225,159.07999999999998,135.67000000000004,227.65000000000003,156.72500000000002,140.24,46.67,34.320000000000014,6.945000000000002,20.8,65.49000000000001,33.68000000000001,23.40000000000001,47.209999999999994,38.79,8.45,55.55,34.74,11.009999999999998,407.53000000000003,385.65,374.54,353.53000000000003,390.77,260.15,291.8800000000001,138.34000000000003,83.57,82.37999999999998,11.23904761904762,15.1485,18.274,16.9255,21.365714285714287,17.7125,16.1575,10.143,9.571,5.386190476190476
GEH1,2021,43.69,148.84499999999997,158.92000000000002,153.155,139.23000000000002,107.625,118.30500000000002,79.46,23.304999999999996,3.885,73.56,42.64,65.78,66.46,33.23,81.53999999999999,18.75,22.35,23.560000000000002,29.550000000000008,320.58000000000004,407.60999999999996,314.41,298.65999999999997,309.89,228.10000000000002,239.07,173.13,112.35999999999999,64.90999999999998,10.4565,18.18421052631579,18.44157894736842,18.327368421052633,17.388947368421054,15.427368421052632,15.472631578947368,12.268947368421053,7.800526315789474,5.098947368421053
GEH1,2022,99.87,142.925,172.14499999999998,189.77500000000003,214.18,183.81499999999997,86.69999999999999,50.89,78.34,14.334999999999997,45.77,21.65,29.8,25.1,24.99,14.2,61.230000000000004,31.750000000000004,36.77,36.199999999999996,384.07,417.01,367.07,389.96,361.09000000000003,300.66999999999996,193.23000000000002,180.95999999999998,119.33999999999999,86.53000000000002,14.334999999999999,17.939473684210526,19.32263157894737,20.670526315789473,21.747894736842106,19.646842105263158,13.432105263157895,9.935263157894736,12.736842105263158,5.7095
IAH1,2014,153.975,158.76999999999998,202.215,158.16000000000003,182.405,189.475,207.46999999999994,106.445,108.15000000000002,48.349999999999994,21.659999999999997,63.370000000000005,173.73,56.90000000000001,33.13,19.990000000000002,108.50999999999999,102.11,22.87,67.19,358.63,344.15999999999997,301.71,344.26000000000005,367.11,271.93999999999994,258.28000000000003,254.29000000000005,218.15,196.95,19.386875,20.384375,22.86875,21.009333333333334,21.71625,21.8225,23.833333333333332,15.9975,15.850625,10.44625
IAH1,2015,129.90500000000003,119.07,192.85000000000002,176.29999999999998,204.94,212,194.565,191.78,159.35999999999999,113.6,68.67999999999999,52.9,104.40000000000002,75.94999999999999,89.88,54.11,67.81,38.65,68.39999999999999,8.37,315.78,325.65000000000003,319.32,301.37,332.28000000000003,353.28,314.38,301.13999999999993,287.78999999999996,234.19000000000003,17.288823529411765,16.931875,22.368125,21.441875,23.223125,23.543125,22.1625,22.33625,19.73375,15.97
IAH1,2016,76.81,93.35499999999999,172.22500000000002,224.275,208.01,231.31000000000003,221.04500000000004,200.84999999999997,177.385,165.35999999999999,44.94,40.57000000000001,52.9,63.059999999999995,83.17999999999999,70.93,120.37000000000002,57.32,52.150000000000006,35.69999999999999,279.09999999999997,333.50999999999993,420.16,435.16,377.62,345.75,306.02,306.04,283.07,252.43999999999997,13.181176470588236,14.806875,20.861874999999998,24.79875,22.52294117647059,24.741875,24.0825,22.68375,21.09125,19.443529411764708
IAH1,2017,84.00500000000001,129.20999999999998,243.025,224.195,284.815,221.015,220.99999999999994,201.235,198.28499999999997,95.295,81.44999999999999,59.64,31.85,28.679999999999996,72.83,11.79,46.16000000000001,11.91,64.21,79.21000000000001,355.72,368.67,526.4300000000001,439.28999999999996,452.28,414.73,306.27,345.7300000000001,230.44000000000003,203.89999999999998,12.35421052631579,16.738333333333333,23.483684210526317,23.06111111111111,26.377368421052633,22.49222222222222,22.315555555555555,20.469473684210527,20.809444444444445,13.141052631578948
IAH1,2018,156.925,218.785,215.06999999999996,244.89000000000001,220.06500000000003,224.06,226.79,176.48,123.16000000000003,67.15999999999998,49.87,44.83,112.74999999999999,20.240000000000002,61.95,29.659999999999997,116.14999999999999,135.82999999999998,61.34,121.95,327.59,407.23,312.31,448.76,362.43999999999994,363.0400000000001,279.78,248.84,204.14,173.83999999999997,19.11941176470588,24.508125,24.20375,25.706470588235295,24.150625,24.9625,23.736470588235292,20.898125,16.879375,10.918823529411764
IAH1,2019,153.07000000000002,214.12500000000006,219.60499999999996,184.05499999999995,201.49999999999997,145.745,190.425,129.875,44.425000000000004,7.09,52.35,43.68999999999999,23.73,9.209999999999999,84.94,13.299999999999999,55.440000000000005,139.9,12.8,20.21,343.90000000000003,328.63,359.79,368.14,299.82000000000005,278.8,229.98,162.83000000000004,181.32000000000002,155.35,19.669375,24.53333333333333,24.958666666666666,22.644,22.6825,19.774,22.440666666666665,18.252,9.524666666666667,3.468125
IAH1,2020,120.93,173.59999999999997,179.15499999999997,238.225,219.76500000000001,202.85999999999996,216.22500000000002,137.46499999999997,99.87500000000003,82.19000000000001,69.43999999999998,106.65,84.69,22.89,44.08000000000001,12.01,3.8600000000000003,122.50000000000001,16.860000000000003,8.23,261.05,386.86,381.1700000000001,390.91,341.46,348.85,354.83,231.40000000000003,233.25,218.95,16.70235294117647,21.16875,21.599375000000002,25.27375,24.358125,22.835625,24.479375,18.57,15.066875,12.705
IAH1,2021,89.63500000000002,152.07,233.48,218.335,214.06500000000003,237.17999999999995,241.8,200.60500000000002,181.675,151.79000000000002,86.28999999999999,27.190000000000005,26.25,82.40999999999998,77.81000000000002,23.49,57.78999999999999,28.930000000000003,13.569999999999999,61.03,360.9599999999999,333.43,435.85,366.72,327.02000000000004,343.44999999999993,378.4100000000001,287.19,295.05999999999995,208.96000000000004,13.216111111111111,18.50176470588235,24.300588235294118,23.18235294117647,22.96,24.35235294117647,25.006470588235295,21.91,20.17529411764706,16.983888888888888
IAH1,2022,148.45,146.375,218.78000000000003,204.67,231.10000000000002,216.015,199.56500000000003,213.93000000000004,155.195,96.61000000000001,26.86,49.589999999999996,58.42,43.410000000000004,24.16,28.169999999999998,23.340000000000003,36.36,33.730000000000004,5.949999999999999,315.10999999999996,342.11999999999995,384.18,353.16,381.34000000000003,359.22999999999996,281.75,287.95000000000005,246.15999999999997,256,19.025625,19.904,24.499375,24.528666666666666,25.54,25.764666666666667,23.483999999999998,23.6925,20.100666666666665,13.336875
IAH1,2023,150.985,151.725,191.185,188.09,213,196.39,198.01999999999995,173.84,140.31,145.015,6.1,10.059999999999997,55.09,37.31,10.860000000000001,63.38,1.5800000000000003,9.379999999999999,29.19,3.26,396.90999999999997,321.15,290.46,341.5,348.18,252.27000000000004,307.11,283.06,199.10999999999993,223.72999999999996,20.142666666666667,21.2,24.46857142857143,24.002857142857142,25.757333333333335,24.497857142857143,25.882142857142856,22.992857142857144,19.736428571428572,18.915333333333333
IAH2,2014,162.565,155.83499999999998,184.41500000000002,173.78,185.98999999999995,174.93500000000003,184.16999999999996,89.22000000000001,92.69000000000001,61.594999999999985,47.300000000000004,107.84,141.20999999999998,66.70000000000002,10.98,109.57000000000004,133.45,79.19999999999999,56.88,31,379.83,346.41,308.30000000000007,377.09999999999997,335.12,274.31000000000006,286.2,236.59999999999997,208.86999999999998,215.20999999999998,18.99705882352941,20.15875,21.70875,20.55470588235294,21.94125,20.945625,20.756470588235295,14.8225,14.18125,10.915882352941177
